cgpa,department,programming_skill_score,problem_solving_score,database_skill_score,coding_contest_rating,coding_contest_platform,internships_count,hackathons_participated,freelance_experience,certifications_count,projects_count,github_repos,communication_skill_score,teamwork_score,learning_consistency_score,aptitude_test_score,mock_interview_score,resume_quality_score,leadership_score,extracurricular_score,presentation_skill_score,employability_score,placement_status
2.29,English,12,18,12,0,Codeforces,1,0,0,0,0,0,14,26,9,11,12,27,26,5,23,15.06,0
2.9,Pharmacy,48,44,31,911,HackerRank,1,1,1,2,3,11,41,23,40,35,37,77,40,21,43,43.57,0
3.81,EEE,92,88,86,2054,LeetCode,3,5,1,3,5,20,87,93,90,94,86,100,86,89,82,91.52,1
3.3,CSE,71,75,61,1600,LeetCode,3,1,0,2,5,19,59,49,65,62,50,100,53,34,50,65.99,1
3.92,CSE,95,97,99,2088,CodeChef,3,3,1,5,5,20,96,92,100,98,90,100,85,55,85,97.21,1
3.21,EEE,61,62,57,1224,CodeChef,1,3,0,1,4,16,52,47,64,62,61,89,43,48,53,59.81,0
2,EEE,11,10,13,413,Codeforces,1,0,0,1,1,4,0,0,0,0,0,41,0,4,11,6.47,0
2.13,B.B.A,2,4,27,148,CodeChef,0,0,0,0,0,0,23,0,12,0,13,17,18,1,16,8.08,0
3.76,EEE,100,94,92,2080,HackerRank,2,5,0,5,5,20,95,100,99,96,99,100,88,88,99,91.72,1
2.62,EEE,58,51,39,1026,Codeforces,0,3,0,1,4,16,49,32,43,41,35,81,36,48,39,41.29,1
2.54,CSE,40,44,35,873,Codeforces,0,1,0,1,2,9,38,26,30,23,33,38,29,29,32,29.98,0
2.55,CSE,25,22,20,477,CodeChef,0,2,0,0,2,7,23,19,33,25,21,32,14,30,27,21.89,1
2.22,Pharmacy,24,19,19,351,CodeChef,0,2,0,1,2,7,24,25,21,13,21,47,15,32,14,19.75,0
2.47,Pharmacy,17,21,19,307,Codeforces,0,1,0,1,2,7,18,17,22,17,18,50,16,24,26,18.41,0
2.25,CSE,23,29,20,232,CodeChef,1,1,0,0,0,2,15,10,16,21,20,31,10,11,12,18.43,1
2.52,CSE,34,31,22,587,CodeChef,1,0,0,1,2,7,33,15,35,33,22,59,23,10,16,27.48,0
3.15,CSE,40,43,37,867,LeetCode,2,3,1,3,1,5,29,24,35,36,25,75,31,40,26,42.11,0
3.05,Civil,58,56,49,1241,HackerRank,0,3,0,4,1,6,57,54,46,55,57,50,59,56,59,49.6,1
2.57,CSE,36,30,24,586,HackerRank,0,0,0,2,2,9,32,34,33,29,31,52,22,9,27,27.78,0
3.69,English,84,86,75,1912,HackerRank,2,3,0,3,2,13,100,84,91,91,99,83,90,67,100,84.99,1
3.19,CSE,48,47,51,1482,HackerRank,0,1,0,1,4,16,47,40,58,49,52,75,43,29,45,48.71,0
2.85,CSE,53,48,59,1136,CodeChef,2,2,1,2,2,9,46,43,45,46,54,77,33,47,42,53.35,0
2,B.B.A,3,0,7,0,Codeforces,0,0,0,0,0,0,9,3,4,1,4,20,8,4,12,3.54,0
2.69,CSE,46,33,43,935,HackerRank,0,0,1,1,0,0,28,43,46,42,35,20,32,11,31,34.74,1
2,CSE,20,16,18,498,HackerRank,0,0,0,2,2,8,10,11,18,17,15,52,4,18,16,13.52,0
2.41,CSE,22,14,13,404,CodeChef,0,0,0,1,1,4,19,3,20,26,19,33,10,0,13,17.77,0
2.57,CSE,40,26,23,564,LeetCode,0,2,1,1,1,4,31,19,32,28,28,34,28,26,31,29.52,0
2.45,B.B.A,19,23,19,346,CodeChef,1,0,0,1,1,3,32,26,17,30,27,48,33,9,32,25.28,0
3.53,EEE,100,100,85,2075,LeetCode,3,3,0,3,5,20,90,92,96,97,94,100,100,62,84,93.07,1
3.13,EEE,64,65,64,1519,CodeChef,3,3,0,3,1,5,72,51,66,67,60,82,57,61,65,65.29,1
3.25,Civil,59,47,38,1250,Codeforces,3,4,1,0,2,7,48,50,61,54,55,80,47,78,53,61.13,1
3.08,CSE,69,66,79,1540,Codeforces,2,4,1,4,3,14,65,51,61,68,64,100,74,76,62,69.31,1
3.51,EEE,72,62,61,1381,HackerRank,2,2,0,4,3,14,76,75,76,80,75,100,67,43,69,71.77,0
2.59,CSE,39,45,37,836,Codeforces,1,4,1,1,1,5,35,51,35,46,43,42,22,63,42,42.86,0
2,CSE,26,12,15,367,Codeforces,0,0,0,0,2,6,5,3,10,15,7,40,1,0,0,9.1,0
3.6,CSE,88,88,84,1934,LeetCode,3,5,1,4,4,18,84,65,92,92,78,100,79,91,78,86.57,1
2.8,Civil,42,49,46,1185,Codeforces,2,1,1,2,2,10,49,52,45,53,54,82,44,27,45,49.43,0
3.68,CSE,88,82,74,1814,Codeforces,2,3,1,4,2,13,80,71,82,90,79,100,59,66,69,80.44,1
3.13,CSE,71,70,64,1437,CodeChef,1,4,1,3,4,17,64,58,61,67,57,97,61,77,57,64.1,1
2.82,CSE,39,32,38,646,Codeforces,1,2,1,1,1,5,31,23,37,36,31,51,22,43,28,38.02,0
3.85,CSE,97,83,81,2359,CodeChef,3,5,0,3,3,15,89,75,92,89,95,100,79,91,89,91.62,1
3.65,CSE,81,93,92,2075,Codeforces,2,5,0,4,2,9,80,80,94,95,84,90,77,93,73,85.61,1
2.96,CSE,64,67,64,1817,HackerRank,2,3,1,5,2,9,73,61,76,72,73,95,55,57,71,67.44,1
2.92,CSE,49,54,32,1016,HackerRank,0,2,1,4,3,12,38,35,50,51,41,76,35,40,36,44.17,0
2.57,CSE,34,43,30,872,LeetCode,2,0,0,2,2,9,32,25,26,32,34,88,19,0,26,34.32,0
2.37,EEE,38,24,26,1166,HackerRank,1,2,0,1,2,7,25,20,29,32,18,62,24,35,34,27.1,0
2.46,EEE,32,29,24,600,HackerRank,0,2,0,1,1,4,25,18,33,27,33,34,12,35,30,28.02,1
3.79,CSE,96,90,84,1966,LeetCode,1,4,0,4,5,20,95,83,100,98,93,100,80,89,90,88.62,1
2.45,CSE,38,51,36,1072,Codeforces,1,0,0,0,2,6,33,40,41,43,30,58,35,11,32,34.86,0
2.55,CSE,37,35,37,822,LeetCode,0,0,0,1,3,11,28,0,29,31,26,58,13,12,33,27.95,0
2.84,CSE,54,52,50,997,CodeChef,2,3,1,2,2,9,48,31,47,57,38,82,32,48,46,52.24,1
3.04,EEE,49,53,49,1296,CodeChef,1,1,1,2,2,8,50,38,53,53,58,63,43,29,55,53.42,0
3.87,EEE,100,100,88,2107,HackerRank,2,4,0,5,5,20,97,93,95,99,98,100,91,73,91,95.54,1
2.98,CSE,67,62,60,1244,HackerRank,2,3,0,2,1,6,57,55,50,61,51,65,45,53,37,57.55,1
3.67,CSE,89,87,72,2005,Codeforces,2,5,0,3,4,18,76,67,95,94,82,100,77,90,78,85.23,1
2.71,CSE,60,52,57,1186,LeetCode,1,2,1,0,4,16,47,42,49,53,51,94,30,41,40,53.09,1
2.77,CSE,54,51,55,1402,HackerRank,1,1,0,3,0,2,36,23,52,54,45,49,38,17,49,41.85,1
3.83,B.B.A,85,75,65,1865,HackerRank,3,3,0,5,3,15,91,90,75,78,89,100,72,71,95,82.88,1
3.17,Pharmacy,63,47,64,1163,HackerRank,1,4,1,0,2,10,59,46,43,47,52,56,54,60,49,56.22,1
3.81,CSE,91,87,89,2059,CodeChef,3,4,0,5,4,18,89,75,84,91,88,100,88,71,71,89.63,1
3.95,CSE,100,91,94,2064,LeetCode,0,3,1,4,3,12,93,89,100,100,93,75,89,70,90,87.28,1
4,CSE,98,90,93,2459,LeetCode,3,5,0,4,2,8,88,87,97,94,97,99,74,89,98,93.2,1
3.69,EEE,91,85,75,2043,LeetCode,2,4,0,4,4,15,71,74,79,82,79,100,76,78,72,82.42,1
4,CSE,94,99,90,2000,CodeChef,2,3,1,2,5,20,99,92,94,97,91,100,88,81,92,94.34,1
3.26,B.B.A,67,55,51,1314,HackerRank,3,3,1,3,3,12,77,67,52,55,60,100,59,65,57,66.69,1
3.37,CSE,80,72,76,1995,CodeChef,2,3,1,4,5,19,76,62,79,82,76,100,71,65,72,78.18,1
3.16,CSE,65,55,55,1659,LeetCode,2,3,0,2,1,4,45,42,63,61,50,64,47,72,44,56.11,0
3.88,Civil,88,87,73,1716,Codeforces,3,4,1,3,2,10,80,89,90,83,81,100,71,71,77,86.97,1
2.98,CSE,63,76,78,1583,Codeforces,0,4,0,0,1,6,58,57,71,68,57,38,51,54,55,55.89,1
2.7,CSE,37,44,18,855,HackerRank,1,1,0,0,4,15,23,21,31,38,24,85,19,17,30,33.12,1
2.43,CSE,27,17,16,371,HackerRank,0,3,0,1,1,5,20,15,14,15,19,23,15,58,25,21.39,0
3.61,English,69,69,67,1564,LeetCode,2,2,0,4,3,12,88,68,63,67,79,100,81,49,78,73.63,1
2.61,CSE,52,42,33,1089,LeetCode,0,2,0,2,5,18,39,35,49,49,36,95,41,29,27,41.21,1
2.99,CSE,69,61,50,1289,HackerRank,1,4,0,4,2,7,46,47,64,61,49,81,51,70,46,52.94,0
2.83,CSE,50,45,31,884,HackerRank,1,2,0,1,3,11,40,32,57,44,36,80,38,31,25,40.56,1
2.22,CSE,16,24,16,320,Codeforces,0,0,0,1,0,1,10,8,23,15,8,14,0,5,13,12.66,0
4,CSE,100,95,90,2091,LeetCode,3,2,1,3,5,20,91,91,96,95,91,100,96,52,93,96.5,1
2.91,CSE,70,58,65,1373,HackerRank,0,1,0,3,2,8,51,44,62,55,54,57,49,26,48,47.64,0
3.7,EEE,88,81,81,1891,LeetCode,2,5,0,3,5,20,81,75,89,90,83,100,92,93,80,86.08,1
3.03,CSE,68,72,66,1741,HackerRank,2,2,0,2,3,11,67,33,75,68,62,100,64,40,60,63.02,0
2.4,CSE,17,16,14,170,CodeChef,0,1,0,0,1,3,3,6,4,8,6,17,2,22,15,13.21,0
3.02,English,67,60,52,1279,CodeChef,2,2,0,3,4,15,75,72,65,60,76,100,59,58,74,64.55,1
3.63,CSE,72,76,80,1721,LeetCode,3,5,0,2,1,8,63,64,73,74,71,82,54,75,65,74.44,1
2.73,CSE,54,47,42,978,CodeChef,0,2,1,1,3,12,42,40,51,49,39,57,44,33,35,42.45,1
2.05,B.B.A,14,10,7,153,LeetCode,1,0,1,0,1,5,15,19,0,8,11,44,16,2,32,13.12,0
2.65,CSE,39,31,51,751,LeetCode,1,2,0,3,2,8,28,30,29,29,28,69,17,38,21,36.56,0
3.49,CSE,77,74,80,1624,HackerRank,1,4,1,3,3,15,73,67,81,84,74,91,64,71,71,75.62,1
2.77,CSE,39,34,35,828,CodeChef,0,1,0,3,0,1,25,19,26,27,33,28,13,20,20,28.84,0
3.11,Pharmacy,61,59,55,1424,HackerRank,2,3,0,2,2,9,71,49,50,49,62,83,46,48,58,59.31,1
3.4,CSE,95,85,79,2154,LeetCode,3,3,1,3,5,20,83,78,92,92,88,100,72,70,81,87.14,1
3.83,CSE,98,100,95,2385,Codeforces,3,4,0,4,4,17,100,85,100,100,92,100,79,83,92,98.29,1
3.3,B.B.A,63,58,55,1324,HackerRank,1,3,0,5,4,17,77,65,67,63,60,100,78,43,74,62.95,1
2,CSE,22,20,24,327,CodeChef,0,1,0,1,0,0,18,13,21,22,18,20,7,9,19,14.89,0
2.84,CSE,47,56,50,1244,Codeforces,2,0,1,4,2,11,58,38,61,57,52,97,40,9,44,54.1,0
2.87,EEE,56,55,50,848,LeetCode,2,1,0,3,4,16,41,43,56,58,41,100,42,27,44,49.55,0
2.05,CSE,17,29,20,567,HackerRank,0,2,1,2,0,2,9,0,18,18,15,32,10,33,3,16.02,0
2.03,CSE,21,20,27,235,CodeChef,0,0,0,3,0,1,2,17,19,16,10,21,1,0,9,12.05,0
2.73,CSE,34,44,31,828,CodeChef,0,0,0,3,2,8,27,18,40,34,30,51,37,3,25,30.77,0
2.35,CSE,25,12,16,403,HackerRank,1,0,0,0,0,0,12,3,21,13,14,26,8,0,14,17.25,0
2.76,CSE,55,52,47,1163,Codeforces,2,2,0,4,2,8,47,39,57,58,39,95,49,38,30,50.35,1
2.88,Civil,42,47,35,815,LeetCode,1,0,1,2,1,5,43,45,30,42,42,42,39,14,45,39.05,1
3.44,CSE,78,69,63,1570,CodeChef,1,4,0,2,3,15,65,56,63,67,55,72,39,71,50,64.46,1
3.76,CSE,100,90,99,2374,CodeChef,3,3,1,3,5,20,78,93,98,98,87,100,71,58,84,90.78,1
2.67,English,45,40,43,801,HackerRank,1,2,0,3,0,1,54,35,34,44,46,41,54,52,45,41.66,0
3.87,CSE,100,97,83,2209,HackerRank,1,4,1,4,4,17,97,86,91,93,90,100,93,85,88,89.79,1
3.08,B.B.A,47,58,55,1559,CodeChef,1,3,1,1,2,9,65,59,46,56,56,59,58,57,59,56.11,1
2.96,EEE,60,61,59,1295,Codeforces,1,2,0,2,3,12,50,50,63,62,60,88,50,56,46,53.82,0
2.64,Pharmacy,23,31,31,149,Codeforces,0,0,0,1,0,1,19,16,11,15,19,23,11,5,13,20.29,0
2.72,English,42,49,39,1114,LeetCode,0,5,0,2,2,9,58,47,36,38,51,47,54,75,54,43,1
2.61,Pharmacy,18,20,26,624,CodeChef,1,2,1,4,2,8,18,27,20,16,22,77,28,25,22,25.88,0
3.24,CSE,75,75,73,1632,Codeforces,3,3,1,3,5,20,81,67,74,75,67,100,61,78,64,76.45,1
3.48,B.B.A,66,61,64,1551,CodeChef,0,3,1,2,2,11,81,73,68,66,72,59,68,60,79,62.81,1
3.32,EEE,82,73,67,1711,CodeChef,3,3,0,2,4,17,73,58,76,70,74,100,60,55,78,74.62,1
2.98,EEE,65,55,48,1178,LeetCode,3,4,0,4,3,13,51,40,50,59,51,100,60,59,41,58.85,1
3.05,CSE,75,63,57,1401,LeetCode,2,1,1,1,3,14,55,42,65,64,60,93,50,23,56,59.88,1
3.07,B.B.A,40,43,30,916,CodeChef,2,4,0,1,2,7,52,56,35,43,44,71,54,71,51,47.69,1
2.75,CSE,39,42,35,953,HackerRank,0,1,0,3,0,2,28,10,45,28,33,29,25,23,21,30.31,0
3.48,CSE,68,75,61,1536,CodeChef,1,2,0,1,4,16,68,46,73,73,70,90,50,39,61,67.02,1
2.07,Pharmacy,16,20,7,165,LeetCode,1,0,0,0,1,4,17,6,2,14,17,45,1,9,15,14.62,0
3.02,CSE,63,60,52,1177,Codeforces,1,3,0,1,1,6,45,36,64,57,53,45,52,45,45,51.37,0
3.92,CSE,100,98,93,2274,LeetCode,3,4,1,4,5,20,100,71,100,97,91,100,94,82,82,96.61,1
3.3,CSE,76,74,73,1799,CodeChef,3,5,0,5,2,8,72,54,68,76,76,100,62,83,73,73.49,1
2.35,CSE,44,33,26,530,HackerRank,2,1,0,3,1,3,29,12,28,29,25,62,19,19,27,31.56,0
2.53,B.B.A,50,39,50,893,CodeChef,1,3,0,1,2,9,58,58,54,45,53,55,54,54,62,44.73,0
3.42,CSE,77,78,79,1826,Codeforces,1,3,1,0,5,20,72,58,82,73,74,100,75,58,66,73.06,1
3.21,EEE,64,59,64,1520,CodeChef,1,3,1,1,3,12,65,55,61,61,67,78,56,57,57,62.92,1
2.92,CSE,69,66,66,1275,Codeforces,3,2,1,4,2,9,53,61,67,67,66,100,38,45,61,65.03,1
4,CSE,99,100,86,2277,LeetCode,3,2,1,3,3,12,100,85,100,96,95,100,87,53,92,94.86,1
2.65,EEE,33,28,25,572,CodeChef,0,0,0,0,1,3,30,22,34,23,22,32,19,4,21,24.31,0
2.09,Civil,26,18,26,184,LeetCode,2,2,0,0,0,2,34,19,15,16,28,47,14,33,25,24.88,0
2.05,B.B.A,27,23,23,779,HackerRank,0,2,0,0,2,7,44,35,21,25,39,37,27,26,28,26.36,0
2.36,CSE,52,41,39,706,HackerRank,1,3,0,2,3,10,31,31,39,34,28,76,24,45,26,35.49,1
2.29,B.B.A,24,28,8,419,LeetCode,1,1,1,0,0,1,31,29,13,16,19,29,15,31,26,21.32,1
2.75,CSE,43,42,38,768,LeetCode,2,1,0,2,3,13,25,22,31,36,31,86,11,16,24,38.09,0
3.5,CSE,86,76,69,1827,HackerRank,2,3,1,4,4,16,73,69,72,74,70,100,64,62,73,76.24,1
3.69,EEE,100,96,82,1959,LeetCode,3,4,0,3,5,20,93,78,100,99,92,100,100,83,91,94.74,1
2.35,CSE,25,30,8,317,Codeforces,0,0,0,3,3,9,19,14,33,23,11,67,18,7,8,16.7,0
2.38,CSE,20,23,24,546,LeetCode,1,1,0,0,0,0,21,22,13,15,15,18,9,21,16,20.24,1
2.81,Pharmacy,44,43,39,836,Codeforces,0,2,1,1,3,12,49,41,35,37,40,60,33,40,39,40.86,0
3.26,CSE,85,71,70,1722,HackerRank,2,0,1,0,5,20,73,67,85,80,76,100,63,18,75,73.41,1
2,EEE,22,28,18,350,LeetCode,1,0,0,2,0,0,18,12,6,12,17,34,1,5,13,14.16,0
3.86,CSE,98,98,73,1945,Codeforces,2,4,1,5,4,17,100,87,98,97,96,100,87,67,86,94.97,1
2.49,EEE,26,37,19,496,HackerRank,1,0,0,1,2,10,31,9,24,30,27,57,23,2,25,29.74,0
4,CSE,100,99,88,1984,CodeChef,2,4,1,5,3,15,100,79,97,98,96,100,76,87,88,97.07,1
3.04,B.B.A,67,67,52,1257,Codeforces,2,4,1,4,1,6,74,80,66,72,77,74,77,78,71,65.17,1
2.78,EEE,42,40,36,726,CodeChef,0,2,0,2,2,8,32,20,37,42,35,53,31,43,38,35.93,0
2.92,CSE,39,25,26,568,LeetCode,1,0,0,1,2,8,32,6,26,38,34,69,22,7,27,35.46,0
3.33,Pharmacy,56,46,38,1163,HackerRank,0,3,0,3,3,14,62,48,55,61,61,70,55,51,54,54.81,0
2.43,B.B.A,22,19,6,172,Codeforces,0,0,0,0,0,0,22,16,19,13,14,8,28,6,22,14.68,0
4,EEE,92,84,89,2378,Codeforces,3,3,1,4,3,16,94,97,100,94,91,100,84,60,84,92.32,1
2.5,CSE,22,17,27,534,Codeforces,0,0,0,1,3,11,22,24,9,20,22,56,26,0,21,20.55,0
3.23,B.B.A,47,53,35,1055,Codeforces,2,2,1,3,4,16,67,62,53,54,64,100,61,31,73,59.86,1
2.36,EEE,24,33,18,383,CodeChef,0,1,0,0,2,9,25,13,29,21,18,33,22,17,8,21.17,0
3.32,CSE,80,72,64,1704,LeetCode,3,3,0,3,2,9,64,65,61,76,64,96,58,55,55,71.49,1
2.18,EEE,10,7,0,74,Codeforces,0,0,0,0,0,0,12,8,7,12,10,12,8,0,2,8.12,0
2.95,CSE,59,50,57,1174,CodeChef,2,3,0,4,3,14,52,43,54,51,52,100,38,51,31,54.94,0
2.92,CSE,42,37,42,882,HackerRank,0,1,0,2,0,1,27,40,33,40,32,29,34,11,32,33.22,0
3.75,CSE,83,86,90,1752,LeetCode,2,5,1,5,4,17,74,65,93,91,79,100,70,81,70,85.22,1
3.79,CSE,100,97,73,1917,Codeforces,3,3,0,4,5,20,87,79,92,89,79,100,85,73,77,87.42,1
3.25,CSE,66,59,36,1145,LeetCode,2,4,0,1,3,11,35,34,54,54,35,89,31,72,42,50.42,0
2.58,CSE,53,41,46,1174,LeetCode,1,2,0,2,3,14,30,32,36,36,31,83,18,37,23,38.5,0
4,EEE,100,99,92,2131,LeetCode,3,4,1,2,5,20,97,87,100,98,94,100,77,77,87,96.65,1
2.01,B.B.A,17,16,8,66,LeetCode,0,0,0,0,0,0,15,21,6,8,22,10,20,0,19,9.84,0
2.94,CSE,60,66,59,1544,HackerRank,1,2,0,0,3,13,44,51,59,61,55,70,44,36,37,54.01,0
2.97,Pharmacy,58,61,50,925,LeetCode,1,0,0,3,2,9,68,55,65,57,70,66,44,13,58,54.57,1
3.22,CSE,81,81,70,1788,CodeChef,2,1,0,3,3,13,67,56,86,80,79,100,52,14,71,72.45,1
3.48,CSE,82,83,78,1516,CodeChef,2,5,1,4,2,10,77,73,77,81,82,84,62,94,75,79.02,1
3.28,CSE,82,69,74,1800,LeetCode,1,1,1,4,5,18,64,53,61,74,66,100,64,40,64,68.98,1
3.16,CSE,78,67,59,1601,CodeChef,1,4,0,2,3,12,51,54,69,65,65,85,65,79,60,61.88,1
2.73,English,58,47,42,916,Codeforces,1,4,0,3,1,4,56,67,44,52,46,63,45,70,48,46.75,1
3.78,CSE,79,78,64,1746,CodeChef,2,2,0,4,4,17,77,74,77,80,75,100,70,53,72,75.9,1
2.86,CSE,49,35,37,903,HackerRank,0,1,1,2,0,2,33,33,50,46,47,23,30,10,31,36.64,0
3.24,CSE,50,54,58,1338,LeetCode,2,5,0,2,2,8,41,48,53,49,49,80,40,93,55,55.17,1
2.79,B.B.A,54,52,37,1385,Codeforces,0,1,1,0,4,14,60,65,47,46,56,65,57,29,58,47.49,1
3.52,Civil,79,66,71,1750,Codeforces,3,4,1,2,2,8,64,67,86,76,79,100,63,78,86,75.6,1
4,CSE,95,93,79,2112,LeetCode,3,5,1,4,5,20,99,98,97,99,97,100,91,90,91,96.29,1
3.21,EEE,66,57,54,1333,Codeforces,1,1,0,0,4,17,58,48,46,55,52,94,54,34,42,54.32,0
2,Civil,7,0,0,0,HackerRank,0,1,0,1,0,0,2,1,0,3,0,13,0,18,6,2.29,0
2.05,CSE,29,38,25,681,HackerRank,1,2,0,2,1,7,18,10,26,32,29,59,23,22,19,25.06,0
2.44,EEE,37,35,22,965,CodeChef,1,1,0,2,3,13,28,24,38,32,26,87,20,32,11,31.95,0
3.14,B.B.A,59,54,59,1149,LeetCode,0,2,1,4,1,6,53,65,56,58,62,59,60,46,62,53.73,0
2.31,CSE,17,18,21,439,LeetCode,0,2,0,1,2,5,8,15,6,9,8,43,23,35,3,11.63,0
3.55,CSE,100,81,90,2477,HackerRank,1,5,0,4,4,17,95,79,96,88,89,100,80,85,94,85.82,1
2,B.B.A,6,4,0,349,HackerRank,1,0,0,2,0,1,12,24,0,4,7,41,22,3,6,5.61,0
3.13,Pharmacy,76,67,68,1459,Codeforces,2,0,1,3,2,12,66,59,65,73,70,91,52,11,68,66.21,1
2.82,CSE,35,27,32,727,Codeforces,1,1,0,2,2,7,23,34,29,32,27,77,26,22,13,32.62,0
2.25,CSE,20,15,10,398,LeetCode,0,0,1,2,1,4,10,13,20,14,13,42,15,6,10,14.49,0
2.63,CSE,31,41,36,626,Codeforces,0,1,0,2,2,8,35,34,39,42,41,59,31,16,35,33.99,1
2.62,Pharmacy,34,34,38,747,LeetCode,1,0,0,1,1,3,40,32,26,18,33,36,26,10,28,29.92,0
3.86,CSE,100,85,83,2320,HackerRank,1,4,0,4,5,20,83,88,97,88,85,100,94,79,85,86.59,1
3.84,CSE,89,93,83,1746,LeetCode,2,3,1,5,3,13,83,76,91,90,90,100,65,50,82,86.86,1
2,CSE,16,18,14,280,LeetCode,0,1,0,0,0,0,11,13,16,9,8,13,12,10,3,8.46,0
2.11,CSE,17,18,12,340,Codeforces,0,0,0,2,0,0,4,0,0,6,8,13,5,0,7,7.53,0
3.95,CSE,85,84,74,1900,CodeChef,2,3,0,4,5,20,80,68,86,91,76,100,70,68,71,84.57,1
2.35,CSE,23,37,26,626,LeetCode,0,1,0,2,1,4,15,6,11,19,14,42,14,8,10,18.19,0
2,EEE,16,14,17,114,LeetCode,0,1,1,0,0,2,15,2,8,11,6,14,4,15,7,11.25,0
3.02,Civil,60,46,53,1087,CodeChef,0,4,0,0,1,7,63,54,53,52,51,29,49,74,48,48.95,1
3.44,EEE,79,66,60,1847,CodeChef,1,3,1,5,4,16,68,54,65,70,57,100,63,61,52,67.7,0
2.72,Civil,45,50,51,1241,LeetCode,2,1,0,2,0,1,51,53,50,52,50,50,37,31,54,46.85,0
2.54,CSE,25,22,8,373,Codeforces,2,0,0,0,3,12,11,20,20,19,15,73,8,2,13,23.37,1
2.41,EEE,43,39,28,824,Codeforces,0,1,0,0,0,1,30,22,31,31,23,4,22,31,35,25.33,1
2.99,CSE,60,62,61,1455,LeetCode,1,0,0,1,2,9,51,51,56,57,54,61,50,16,48,50.64,0
2,CSE,11,7,11,58,LeetCode,0,1,0,0,1,4,7,0,8,2,8,24,0,24,11,7.99,0
3.08,Civil,55,41,45,1086,HackerRank,2,3,0,3,3,10,65,55,41,50,54,93,58,51,40,55.78,1
3.67,CSE,94,87,85,1898,HackerRank,1,5,0,4,5,20,89,80,95,97,91,100,88,77,75,86.74,1
2.83,CSE,39,32,27,722,LeetCode,0,0,0,2,1,6,22,25,25,22,20,32,15,7,20,25.3,1
2.23,Pharmacy,21,5,26,138,LeetCode,0,0,1,0,0,1,16,1,4,6,8,15,2,0,0,10.37,0
2.69,CSE,41,49,32,1002,HackerRank,0,1,0,4,1,5,30,29,37,42,28,49,33,26,23,30.67,0
2.38,CSE,38,46,43,863,LeetCode,0,1,0,0,2,10,30,33,34,45,37,36,32,9,35,31.74,0
3.37,English,68,54,53,1404,LeetCode,1,2,0,2,3,12,69,65,54,54,63,69,67,49,66,58.39,1
2.72,EEE,43,54,41,1149,Codeforces,2,3,1,3,0,0,49,51,54,51,47,56,50,56,48,47.35,0
2.24,CSE,29,18,17,385,Codeforces,0,1,1,0,2,9,13,9,14,11,9,42,23,2,14,15.33,0
3.96,CSE,100,85,77,2255,CodeChef,3,5,1,2,4,19,92,91,100,100,91,100,77,80,83,92.52,1
2.44,CSE,40,41,25,746,Codeforces,1,0,0,2,3,9,26,21,35,36,26,72,26,4,22,30.07,0
3.1,Pharmacy,46,37,44,970,LeetCode,0,2,1,1,1,4,47,42,47,51,46,34,33,35,43,44.28,1
3.66,B.B.A,66,71,59,1600,CodeChef,1,5,0,4,4,17,93,68,71,76,88,100,79,71,76,76.89,1
2.8,EEE,50,54,35,905,CodeChef,1,2,0,2,2,11,48,53,43,54,48,66,48,43,47,47.05,0
2.64,CSE,45,42,29,633,Codeforces,0,1,1,1,2,6,31,39,33,37,34,39,25,21,22,34.36,1
3.51,CSE,83,74,58,1677,HackerRank,2,2,0,1,5,18,68,57,73,80,79,100,81,53,79,74.51,1
3.04,CSE,56,53,37,1302,Codeforces,1,3,1,0,2,7,49,49,48,48,48,59,43,43,39,50.86,1
3.25,Civil,62,65,34,1206,CodeChef,2,2,0,0,3,13,61,54,61,58,64,80,66,33,66,62.11,1
2.99,Civil,84,79,85,2118,Codeforces,1,3,1,3,5,20,92,66,80,80,75,100,72,66,68,76.94,1
2.31,B.B.A,11,13,18,120,Codeforces,0,0,0,0,0,0,8,10,0,9,12,5,16,0,21,10.34,0
3,EEE,69,67,63,1392,Codeforces,3,2,0,2,2,8,55,47,53,62,56,92,52,31,61,61.44,1
2.9,CSE,71,66,51,1547,CodeChef,2,3,0,1,3,12,50,46,58,62,54,86,45,64,37,57.96,1
3.42,EEE,82,84,77,1985,LeetCode,1,4,0,5,4,18,82,64,94,93,87,100,63,70,72,81.58,1
2.62,Civil,28,30,31,652,Codeforces,0,3,0,0,1,5,23,18,18,25,19,26,14,41,19,25.8,0
3.31,Civil,70,61,49,1060,Codeforces,3,4,0,2,2,10,58,39,55,58,61,99,45,66,48,64.22,0
3.01,CSE,84,78,74,1751,LeetCode,2,4,0,2,5,20,73,59,80,78,70,100,70,61,69,74.27,1
3.42,EEE,86,80,77,1920,CodeChef,2,3,1,5,4,16,77,74,87,84,85,100,66,75,71,81.7,1
2.08,EEE,20,17,8,251,CodeChef,1,0,0,1,0,0,20,8,21,17,12,32,7,0,1,14.47,0
3.47,English,59,59,42,1526,CodeChef,1,2,1,2,3,14,70,62,60,51,65,86,45,58,58,59.92,0
3.66,CSE,100,100,85,2029,Codeforces,3,2,1,4,5,20,95,79,96,100,88,100,84,54,83,94.25,1
3.74,CSE,100,96,79,2154,Codeforces,2,4,0,4,4,18,86,81,100,99,88,100,69,82,89,88.18,1
3.49,CSE,78,74,71,1689,HackerRank,2,2,0,3,4,17,68,53,72,73,74,100,56,42,71,73.35,1
